host_name,host_since,neighbourhood,property_type,room_type,price
Takayuki,2016-01-03,"Shibuya-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,000.00"
Grapehouse Koenji,2015-10-19,"Nakano-ku, Tōkyō-to, Japan",Shared room in home,Shared room,"$4,800.00"
雪子,2015-12-14,"Shinjuku-ku, Tōkyō-to, Japan",Private room in townhouse,Private room,"$15,453.00"
Ken,2015-11-17,"Edogawa-ku, Tōkyō-to, Japan",Private room in home,Private room,"$11,571.00"
Hong,2015-12-03,"Itabashi City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$26,100.00"
Nana,2015-12-12,"Toshima, Tokyo Prefecture, Japan",Shared room in rental unit,Shared room,"$2,641.00"
Nana,2015-12-12,"Toshima-ku, Tōkyō-to, Japan",Shared room in rental unit,Shared room,"$2,641.00"
天野,2015-11-21,,Private room in rental unit,Private room,"$4,071.00"
Kenny,2015-08-08,"Chōfu-shi, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$15,120.00"
Masaru,2015-05-28,"Machida-shi, Tōkyō-to, Japan",Private room in home,Private room,"$3,350.00"
Kanchan,2015-12-01,"Taitō-ku, Tōkyō-to, Japan",Private room in religious building,Private room,"$33,000.00"
Kanchan,2015-12-01,"Taitō-ku, Tōkyō-to, Japan",Private room in religious building,Private room,"$14,000.00"
Ichimaru,2015-06-27,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$52,846.00"
Takayuki,2016-01-03,"Shibuya-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,177.00"
Takayuki,2016-01-03,"Shibuya-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,250.00"
文娟,2015-03-20,,Private room in home,Private room,"$9,880.00"
松川,2016-01-11,"Toshima-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$19,866.00"
Koichi,2015-02-20,"Shinjuku-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
Kazuko,2016-01-12,"Shibuya, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$22,886.00"
Kazuhiro,2015-05-03,"Meguro-ku, Tōkyō-to, Japan",Shared room in home,Shared room,"$16,586.00"
Jojo,2015-11-29,"Toshima-ku, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$27,821.00"
Taku,2015-10-13,,Entire rental unit,Entire home/apt,
Shino,2015-11-16,"Sumida-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$16,380.00"
Makito,2015-12-22,"Taitō-ku, Tōkyō-to, Japan",Private room in home,Private room,"$13,086.00"
Kaoru,2015-11-22,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$14,825.00"
Michi,2014-09-18,"Sumida-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$48,000.00"
Taketo & Taeko,2016-01-12,"世田谷区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$26,981.00"
Yoshi,2015-12-22,,Entire rental unit,Entire home/apt,"$14,814.00"
Shohei,2016-01-13,"杉並区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$15,000.00"
Ushka,2015-08-29,"Shibuya-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$21,850.00"
Airin,2016-01-14,"世田谷区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$13,757.00"
ふたばホテル,2015-05-07,"Arakawa-ku, Tōkyō-to, Japan",Private room in serviced apartment,Private room,"$34,843.00"
静,2015-10-22,"Shinjuku-ku, Tōkyō-to, Japan",Entire villa,Entire home/apt,"$106,070.00"
Yoshi,2015-12-22,,Entire rental unit,Entire home/apt,
Kim,2015-11-22,"Shibuya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$29,399.00"
Tomo,2013-08-24,"Setagaya-ku, Tokyo Prefecture, Japan",Private room in home,Private room,"$7,000.00"
Dong,2015-11-20,"新宿区, 东京, Japan",Entire rental unit,Entire home/apt,"$22,371.00"
Dong,2015-11-20,"新宿区, 东京, Japan",Entire rental unit,Entire home/apt,"$27,000.00"
N,2015-11-13,"新宿区, Tokyo, Japan",Entire villa,Entire home/apt,"$42,750.00"
Naoki,2015-08-10,"Sumida-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$14,421.00"
Aileen,2015-08-10,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,520.00"
Haru,2015-07-04,,Entire rental unit,Entire home/apt,"$9,604.00"
Noboru,2016-01-14,"Shinjuku-ku, Tōkyō-to, Japan",Private room in home,Private room,"$5,244.00"
Ting,2016-01-12,"台東区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$15,064.00"
Masaki & Haruko,2014-09-21,"Kita-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$14,486.00"
Taku,2015-10-13,,Entire rental unit,Entire home/apt,"$25,843.00"
Yumiko,2015-10-16,"Itabashi-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$30,914.00"
Masaharu,2013-06-25,"Chiyoda-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$44,571.00"
Lai,2016-01-29,"豊島区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$9,900.00"
Thao,2016-01-30,"Adachi-ku, Tōkyō-to, Japan",Private room in home,Private room,"$6,550.00"
Ryo,2016-02-23,"Nerima-ku, Tōkyō-to, Japan",Private room in home,Private room,"$9,931.00"
Anzu,2016-04-21,"港区, Tokyo, Japan",Entire home,Entire home/apt,"$34,981.00"
Aileen,2015-08-10,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,520.00"
Sabro,2015-05-24,"Toshima-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,
カブシキカイシャ,2016-04-01,"Shibuya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$72,000.00"
Thao,2016-01-30,"Adachi-ku, Tōkyō-to, Japan",Private room in home,Private room,"$6,353.00"
Keita,2015-10-12,,Private room in home,Private room,"$8,270.00"
Kazumi,2014-07-15,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$24,079.00"
Momo,2015-03-13,,Entire rental unit,Entire home/apt,"$23,557.00"
V,2016-01-05,"港区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$27,889.00"
Kiyo&Chie,2016-02-02,"Toshima-ku, Tokyo Prefecture, Japan",Private room in home,Private room,
Canice,2016-02-04,"Shinjuku-ku, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$45,000.00"
Aileen,2015-08-10,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,698.00"
Sei,2014-07-30,"Kita, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,100.00"
Keiko,2016-04-21,"新宿区, Tokyo, Japan",Entire home,Entire home/apt,"$45,000.00"
Sumifuku,2019-06-17,,Entire home,Entire home/apt,"$59,448.00"
Toshiko,2016-04-27,"Shibuya-ku, Tōkyō-to, Japan",Private room in home,Private room,"$12,000.00"
Katsuomi,2016-04-01,"Kita-ku, Tōkyō-to, Japan",Private room in home,Private room,"$4,483.00"
Kiyo&Chie,2016-02-02,"Toshima-ku, Tōkyō-to, Japan",Private room in home,Private room,
Yasuko And Hiro,2015-12-24,"Katsushika-ku , Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$6,094.00"
Haru,2015-07-04,"Sumida, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,088.00"
Shino,2015-11-16,"Sumida-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
Shino,2015-11-16,"Sumida-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$16,380.00"
Masahiro,2015-10-05,,Entire rental unit,Entire home/apt,"$39,981.00"
Kentaro & Family,2015-12-07,"Taitō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$30,030.00"
Qiong,2015-12-07,"Sumida, Tokyo Prefecture, Japan",Private room in home,Private room,"$7,600.00"
Taku,2016-01-29,"Shinjuku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$85,576.00"
Aileen,2015-08-10,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,723.00"
Shiho,2016-03-07,"板橋区, Tokyo, Japan",Private room in home,Private room,"$6,945.00"
Fumi,2016-04-04,"Edogawa-ku, Tōkyō-to, Japan",Private room in home,Private room,
泉,2016-02-15,"Sumida, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$18,951.00"
Anan,2015-05-09,"Katsushika-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$5,855.00"
Noriko,2016-02-17,,Private room in home,Private room,"$8,000.00"
Haruko,2016-02-25,"Toshima-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$7,200.00"
Ryo,2016-02-23,"Nerima-ku, Tōkyō-to, Japan",Private room in home,Private room,"$12,769.00"
Ryo,2016-02-23,"Nerima-ku, Tōkyō-to, Japan",Private room in home,Private room,"$12,769.00"
Kazutomi,2016-01-25,"Suginami-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$6,800.00"
K Family,2013-07-26,"葛飾区, Tokyo, Japan",Entire home,Entire home/apt,"$50,149.00"
Ben,2016-05-02,"Shinjuku-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$40,968.00"
Aileen,2015-08-10,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,520.00"
Taka & Tomo,2015-12-20,"Toshima-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$48,477.00"
Hiromitsu(Hiro),2016-02-02,"Koganei-shi, Tōkyō-to, Japan",Private room in home,Private room,"$8,514.00"
Rumika,2015-09-10,"Shibuya-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$3,000.00"
Masumi,2016-04-28,"Nakano-ku, Tōkyō-to, Japan",Private room in home,Private room,"$11,310.00"
Yoshimoto,2016-05-11,,Private room in rental unit,Private room,"$11,044.00"
輝,2016-02-14,,Entire rental unit,Entire home/apt,"$29,314.00"
Ken,2014-05-30,"Toshima City, Tōkyō-to, Japan",Entire home,Entire home/apt,"$66,013.00"
Ryo,2016-02-23,"Nerima-ku, Tōkyō-to, Japan",Private room in home,Private room,"$12,769.00"
Hiro,2016-03-01,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$23,639.00"
Shohei,2016-01-13,"杉並区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$13,000.00"
Goodsite In Oshiage,2016-03-07,"墨田区, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$20,083.00"
Tak,2016-03-09,"Minato, Tokyo Prefecture, Japan",Entire condo,Entire home/apt,"$49,667.00"
Yukari,2016-03-08,"目黒区, Tokyo, Japan",Entire home,Entire home/apt,"$65,000.00"
Hiro,2016-01-12,"Arakawa, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$40,430.00"
Daisuke,2013-12-19,"Setagaya, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,729.00"
Ken,2014-09-11,,Entire rental unit,Entire home/apt,
Masahiro,2016-04-17,"Kōtō-ku, Tōkyō-to, Japan",Private room in rental unit,Private room,"$11,170.00"
Airin,2016-01-14,"世田谷区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$14,143.00"
Naoki,2016-03-09,"Sumida-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$35,000.00"
Sohei,2015-10-24,"Higashimurayama, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,714.00"
Jota,2015-11-03,"Hachioji, Tōkyō-to, Japan",Private room in home,Private room,"$30,470.00"
Yoshi,2015-12-22,,Entire rental unit,Entire home/apt,"$12,082.00"
Mariko,2015-06-29,"Edogawa-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$6,300.00"
Sally,2011-09-19,"Minato-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,649.00"
Masami,2015-09-09,"Shibuya-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,810.00"
Qiong,2015-12-07,"Sumida-ku, Tokyo-to, Japan",Private room in home,Private room,"$7,600.00"
Qiu,2016-02-07,"Taitō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,121.00"
Grapehouse Koenji,2015-10-19,"Nakano-ku, Tōkyō-to, Japan",Shared room in home,Shared room,"$4,500.00"
株式会社ハタグループ,2015-09-01,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$29,241.00"
Shin,2016-05-31,"Shibuya-ku, Tōkyō-to, Japan",Entire cabin,Entire home/apt,"$14,337.00"
"Seiji ,Yoko",2016-06-03,"Setagaya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$7,650.00"
Mie,2015-08-29,,Entire rental unit,Entire home/apt,"$14,250.00"
由美子,2016-06-06,"Katsushika City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$16,490.00"
Rumika,2015-09-10,"Shibuya-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$41,000.00"
Lemonz,2016-03-22,"新宿区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$14,000.00"
Yoko,2014-01-27,"Suginami City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$19,417.00"
Kentaro & Family,2015-12-07,"Taitō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$29,566.00"
Sora,2015-02-05,"墨田区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$27,510.00"
Cassandra & Mikoto,2016-03-27,"Nakano-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$13,300.00"
Den,2015-07-07,"Suginami, Tokyo Prefecture, Japan",Private room in home,Private room,"$23,700.00"
Yasu,2016-06-07,,Hut,Entire home/apt,"$26,429.00"
Motohiro,2016-03-02,"Setagaya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$9,369.00"
Qiu,2016-02-07,"Taito, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$22,664.00"
Koichi,2016-06-10,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
Allen&,2015-07-09,,Private room in home,Private room,"$8,714.00"
Allen&,2015-07-09,"北区, Tokyo, Japan",Private room in home,Private room,"$10,920.00"
Rui,2015-11-27,"Setagaya, Tokyo Prefecture, Japan",Private room in home,Private room,"$16,429.00"
Chieko,2016-03-29,"Setagaya-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$61,721.00"
Itoe,2015-05-21,"Minato City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$38,800.00"
Itoe,2015-05-21,"Minato City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$27,800.00"
Itoe,2015-05-21,"Minato City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$68,800.00"
Itoe,2015-05-21,"港区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$68,800.00"
Itoe,2015-05-21,"港区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$53,800.00"
Joel Yao,2016-03-17,"Tokyo, Japan",Entire rental unit,Entire home/apt,
Mitomi House,2015-05-23,,Entire rental unit,Entire home/apt,"$15,857.00"
Yoshihito,2015-08-15,"Chūō-ku, Tōkyō-to, Japan",Private room in rental unit,Private room,
Tomoko,2016-06-13,"Shibuya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,587.00"
Hiro,2016-03-01,"Shinjuku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,857.00"
賢,2016-04-22,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$31,500.00"
Sachie,2016-04-01,"Shinjuku-ku, Tōkyō-to, Japan",Entire condo,Entire home/apt,"$21,857.00"
Haruka,2015-12-16,"Taito City, Tokyo Prefecture, Japan",Private room in home,Private room,
Sho,2016-04-04,"墨田区太平, Tokyo, Japan",Entire rental unit,Entire home/apt,"$33,091.00"
Misono,2016-01-22,"Setagaya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$13,357.00"
Hirano San,2014-06-18,"台東区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$11,857.00"
Mitsuko,2014-12-29,"Shibuya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$10,000.00"
秦,2016-06-15,"Shinjuku-ku, Tōkyō-to, Japan",Entire bungalow,Entire home/apt,"$43,200.00"
Rie,2016-06-14,"Shinjuku-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$34,607.00"
Kentaro & Family,2015-12-07,"Taitō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$29,566.00"
Hiro,2016-03-01,"Shinjuku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$20,000.00"
Maki,2016-06-19,"Shinjuku, Tokyo Prefecture, Japan",Shared room in home,Shared room,"$13,200.00"
Skew Lines,2016-03-22,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$43,331.00"
邦明,2016-04-11,"世田谷区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$10,739.00"
Kenichiro,2014-12-09,"Akiruno, Tokyo Prefecture, Japan",Private room,Private room,
Amber,2016-04-15,"新宿区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$20,493.00"
Qiu,2016-02-07,"Taitō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,393.00"
Ryuichi,2016-08-07,"Taito, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$52,885.00"
Takashi,2016-06-23,"Kōtō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$10,101.00"
Yoshihito,2015-08-15,"Chūō-ku, Tōkyō-to, Japan",Private room in rental unit,Private room,
末光,2016-05-26,"西東京市, Tokyo, Japan",Private room in home,Private room,"$5,143.00"
聖美,2016-06-25,"Chiyoda City, Tokyo Prefecture, Japan",Private room in home,Private room,"$13,301.00"
Kyoko,2014-10-06,"Itabashi-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$16,005.00"
Reina,2014-03-03,"墨田区, Tokyo, Japan",Room in aparthotel,Entire home/apt,
Reina,2014-03-03,"墨田区, Tokyo, Japan",Room in aparthotel,Entire home/apt,
Ryo,2016-06-13,"Shibuya-ku, Tokyo Prefecture, Japan",Entire home,Entire home/apt,
Kuninaka,2016-08-13,,Private room in home,Private room,"$13,300.00"
Tokiko,2015-10-01,"Shibuya-ku, 東京, Japan",Entire rental unit,Entire home/apt,"$15,129.00"
Serina,2015-07-27,"Itabashi, Tokyo Prefecture, Japan",Private room in home,Private room,"$10,274.00"
Naoto,2016-06-25,"豊島区, Tokyo, Japan",Private room in rental unit,Private room,
Rena,2014-06-15,"Shibuya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$12,471.00"
Angeline,2015-04-04,"Adachi-ku, Tōkyō-to, Japan",Private room in home,Private room,"$7,500.00"
Yoshihito,2015-08-15,"Chūō-ku, Tōkyō-to, Japan",Private room in rental unit,Private room,
Tomoe,2015-12-24,"Shinagawa-ku, Tōkyō-to, Japan",Private room in condo,Private room,"$8,007.00"
Eiko,2016-08-15,"豊, 东京都, Japan",Entire rental unit,Entire home/apt,"$19,800.00"
Reina,2014-03-03,"墨田区, Tokyo, Japan",Room in aparthotel,Entire home/apt,
Amber,2016-04-15,"Shinjuku-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$22,461.00"
Eiko,2016-08-15,"豊島区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$15,000.00"
Roo,2016-02-21,"Shibuya, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$43,630.00"
賢,2016-04-22,"新宿区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$99,000.00"
近藤,2014-07-24,"Suginami-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$27,450.00"
近藤,2014-07-24,"Suginami-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$23,336.00"
Noriko,2014-07-13,,Entire home,Entire home/apt,"$29,429.00"
Rickie,2014-03-13,"日野市, Tokyo, Japan",Entire rental unit,Entire home/apt,"$4,851.00"
葉子,2016-07-17,"Shinjuku-ku, Tōkyō-to, Japan",Private room in home,Private room,"$8,096.00"
近藤,2014-07-24,"Suginami-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$17,550.00"
Ryo,2016-06-13,"Shibuya-ku, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$65,571.00"
Liang,2016-02-23,"Ōta-ku, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$20,900.00"
近藤,2014-07-24,"Suginami-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$17,550.00"
近藤,2014-07-24,"Suginami-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$17,550.00"
近藤,2014-07-24,"Suginami-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$17,550.00"
Kazushi,2016-07-19,,Private room in guesthouse,Private room,"$3,500.00"
Yoshi,2014-09-06,"台東区, Tokyo, Japan",Entire home,Entire home/apt,"$55,714.00"
近藤,2014-07-24,"Suginami-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$17,100.00"
Kazushi,2016-07-19,,Private room in guesthouse,Private room,
Namio,2015-10-16,,Entire rental unit,Entire home/apt,
Machiko,2015-11-11,"新宿区, Tokyo, Japan",Entire rental unit,Entire home/apt,
May & Tom,2016-04-12,"Toshima City, Tōkyō-to, Japan",Entire home,Entire home/apt,"$33,600.00"
Haru,2013-05-14,,Entire home,Entire home/apt,"$42,783.00"
Ichimaru,2015-06-27,"Shinjuku-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$137,260.00"
Qiu,2016-02-07,"Taito, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$23,282.00"
慶太郎,2016-07-11,"Meguro-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$26,606.00"
Jay,2014-10-02,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,200.00"
Kenichi,2016-08-29,,Private room in guesthouse,Private room,"$8,720.00"
Kenichi,2016-08-29,,Private room in guesthouse,Private room,"$8,720.00"
Naoki & Kouki,2016-07-25,"Toshima, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,657.00"
Naoki & Kouki,2016-07-25,"豊島区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$19,229.00"
Yoshihito,2015-08-15,,Shared room in rental unit,Shared room,
Étoffe,2016-07-26,"Minato-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$24,250.00"
俊行 Toshiyuki,2016-07-26,"大田区, Tokyo, Japan",Private room in hostel,Private room,"$71,314.00"
Kazu,2014-11-22,"Nakano, Tokyo Prefecture, Japan",Private room in home,Private room,
Aoi,2016-02-12,"三鷹市, Tokyo, Japan",Entire home,Entire home/apt,"$19,200.00"
Angela,2016-08-04,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$24,000.00"
Yoshihito,2015-08-15,"Chuo-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
Liang,2016-02-23,"Ōta-ku, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$21,714.00"
Lai,2016-01-29,"豊島区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$12,150.00"
